external_claim_id,circuit_size,repetition,cirq_time_seconds,qiskit_time_seconds,outcome
ext_2409_08844v2_claim1,8,19,0.0002488330355845392,0.00013887503882870078,0
ext_2409_08844v2_claim1,10,0,0.00029308401281014085,0.00014091702178120613,0
ext_2409_08844v2_claim1,10,1,0.0002904590219259262,0.00013995799235999584,0
ext_2409_08844v2_claim1,10,2,0.00029212498338893056,0.0001384170027449727,0
ext_2409_08844v2_claim1,10,3,0.00029395800083875656,0.00015004101442173123,0
ext_2409_08844v2_claim1,10,4,0.0003154170117340982,0.00014291697880253196,0
ext_2409_08844v2_claim1,10,5,0.00028533401200547814,0.000198333989828825,0
ext_2409_08844v2_claim1,10,6,0.0002934579970315099,0.00013987498823553324,0
ext_2409_08844v2_claim1,10,7,0.00029500003438442945,0.00014266697689890862,0
ext_2409_08844v2_claim1,10,8,0.00030266703106462955,0.00015354203060269356,0
ext_2409_08844v2_claim1,10,9,0.00029304204508662224,0.00015766697470098734,0
ext_2409_08844v2_claim1,10,10,0.00029029103461652994,0.00013637501979246736,0
ext_2409_08844v2_claim1,10,11,0.00030150002567097545,0.00014154199743643403,0
ext_2409_08844v2_claim1,10,12,0.0002870410098694265,0.00014424999244511127,0
ext_2409_08844v2_claim1,10,13,0.00029841699870303273,0.00015245901886373758,0
ext_2409_08844v2_claim1,10,14,0.0002914160140790045,0.00014416698832064867,0
ext_2409_08844v2_claim1,10,15,0.00028962496435269713,0.00013875000877305865,0
ext_2409_08844v2_claim1,10,16,0.00028991600265726447,0.00013591698370873928,0
ext_2409_08844v2_claim1,10,17,0.00030141702154651284,0.00015170802362263203,0
ext_2409_08844v2_claim1,10,18,0.00029150000773370266,0.00013941701035946608,0
ext_2409_08844v2_claim1,10,19,0.00030983303440734744,0.00014237500727176666,0
